event_id,customer_id,event_timestamp,event_date,charge_type,service_type,amount,currency,channel,plan_type,status
89aefba4-c61e-4e26-a377-c42d45c082dd,7924c0b4-8812-4f27-bd24-2cafbfaf27b1,2025-05-09 15:21:35,2025-05-09,voice_charge,data,488.63,SDG,auto_renew,prepaid,rated
d9aee14e-4295-4734-9ebf-d9491ae1f8bb,add983a1-946a-4284-ac1d-1344b83d2310,2025-06-19 04:39:22,2025-06-19,roaming_charge,sms,451.45,SDG,ivr,postpaid,rated
734f2a42-6524-4489-b087-0577d72f8201,63027517-715a-457a-a8eb-c065bed07d71,2025-04-06 10:28:57,2025-04-06,subscription_fee,sms,215.81,SDG,system,prepaid,rated
5c9ae6ad-5842-4733-9f3b-a3ff061a307f,8458fd23-99d9-4fc9-947e-c247b5a4408b,2025-05-25 23:03:03,2025-05-25,penalty_fee,sms,168.78,SDG,agent,prepaid,rated
f67480c9-0e85-4840-a139-3d79384212c2,fb0d0d7f-1fd4-4e89-a0a5-bb98ef8e9740,2025-06-13 08:31:35,2025-06-13,balance_topup,roaming,56.51,SDG,system,hybrid,rated
489524d7-e24d-4cd6-9868-0f2aacac2b12,feadd821-8ddf-4ec4-8e1c-4b1b7addb3df,2025-05-02 08:14:31,2025-05-02,sms_charge,data,151.02,SDG,ivr,prepaid,pending
89944cc3-668a-4edc-8369-c96697a54ae5,bb5b5239-13c7-457d-8a77-277d46fdffbd,2025-06-08 23:50:59,2025-06-08,sms_charge,sms,131.88,SDG,agent,hybrid,pending
58277ffd-4309-4cc5-aa62-82e88afdde87,6263b86b-8027-4b62-9014-e2fb22d1776a,2025-04-11 22:35:16,2025-04-11,data_charge,vas,132.59,SDG,system,postpaid,rated
ca3741af-f76a-43be-bd63-2daf9b76c8c6,aa94eea8-8065-437b-9821-fe41723668b8,2025-06-16 05:58:38,2025-06-16,bundle_purchase,data,150.25,SDG,system,hybrid,rated
48d77d4a-012c-44d5-bce4-80ac673d32a7,531bf9cf-3aa1-43fb-8a56-8ba200d3f03d,2025-04-22 01:36:05,2025-04-22,data_charge,voice,129.44,SDG,auto_renew,hybrid,pending
b6355b98-5aaa-464c-be18-279e8c2851d3,c3f7be7e-e4f1-4d33-a707-94d90b3c6fb8,2025-06-07 11:15:32,2025-06-07,data_charge,data,60.01,SDG,ivr,prepaid,rated
0ca49569-9853-4fd2-86de-2f3b8cdf8a83,099916c1-3db1-45da-8b97-df5f3d5b68bc,2025-04-06 17:20:05,2025-04-06,bundle_purchase,voice,197.58,SDG,ussd,hybrid,rated
98f4ac73-d7f3-4317-b946-d2502b4c447c,89d558b4-075c-41ef-b60b-b8b966f13301,2025-04-13 06:08:30,2025-04-13,voice_charge,roaming,499.46,SDG,agent,prepaid,failed
d6fc838f-42de-497d-bf04-f6aed73d3df6,6b3d52b7-7c81-449d-be45-963f2e385229,2025-04-06 02:06:55,2025-04-06,penalty_fee,sms,234.65,SDG,app,hybrid,rated
c0c14da6-dcbc-40f6-8658-16098267d8fd,81bf998c-3442-4842-a943-844d286a833b,2025-05-29 08:35:51,2025-05-29,subscription_fee,vas,12.84,SDG,app,hybrid,reversed
50ab33ee-0b49-4c26-80a7-59dbce02559a,cac6797a-7204-418a-a9e3-82f8d10dcd8d,2025-04-16 07:45:32,2025-04-16,promotional_credit,sms,176.6,SDG,ussd,postpaid,rated
b3bca383-2160-4fad-8374-7c37a7cfb7cc,89c0d166-d9af-4f64-904f-4469ba108082,2025-04-12 22:35:51,2025-04-12,subscription_fee,sms,396.88,SDG,app,hybrid,rated
99aa88cd-ecd6-4459-a340-cd360055766f,c9d40ca0-d409-4588-8b70-2b7f9b4b9b09,2025-06-03 15:18:04,2025-06-03,voice_charge,sms,196.62,SDG,agent,postpaid,rated
ff04d9eb-8e03-4c4c-a2d8-cd770f3c3061,04d9110e-ad5a-43e8-8cc1-0e003952bf17,2025-05-23 00:17:52,2025-05-23,data_charge,roaming,257.83,SDG,app,prepaid,rated
934d00b4-6fc8-4bc9-9585-2f74959839f6,d67f2adf-3b7d-49a3-b539-5108c56bd013,2025-08-13 00:00:00,2025-08-13,sms_charge,vas,274.15,SDG,app,prepaid,rated
a4e4ff59-afc0-4409-9080-884bf1525763,ef0dae4c-c68c-4aa2-807d-9ecfa72006b5,2025-05-07 18:57:46,2025-05-07,roaming_charge,voice,161.15,SDG,agent,postpaid,rated
512e61d4-c124-481c-93cb-7adb04dd1b0c,6727544d-961d-45f3-a282-453cce16eef6,2025-05-18 02:29:24,2025-05-18,promotional_credit,sms,328.46,SDG,agent,postpaid,rated
b23ff716-428e-4d23-8cac-b044570fc218,a363882e-59e4-428c-8ada-ee8376bf735f,2025-06-11 12:56:13,2025-06-11,vas_charge,voice,499.1,SDG,system,prepaid,rated
b264af3e-808b-40d9-a74f-b3277821d460,66d1f7b5-5f8d-4093-a54f-af45abbc9177,2025-06-12 18:39:25,2025-06-12,sms_charge,data,-233.08,SDG,app,hybrid,failed
5140ed2a-f663-40ff-aa9e-e720b036a7cd,3e8f93fc-c07d-4919-8419-2f2a989c6685,2025-05-10 20:26:07,2025-05-10,bundle_purchase,sms,71.45,SDG,auto_renew,hybrid,rated
172503fd-2945-4d99-86a6-7ce470a755d9,e8c17e8d-023d-4e3b-88f0-4796cfd59326,2025-04-09 10:38:17,2025-04-09,voice_charge,roaming,252.83,SDG,app,prepaid,pending
d9a37b7d-d44c-47b5-94df-bc1af55e3a8c,66bde33b-9f23-4565-b58e-cffcf8ef2d78,2025-04-11 20:30:40,2025-04-11,sms_charge,voice,94.95,SDG,auto_renew,prepaid,rated
50fd4ee0-21e7-4165-99d4-109efe1856a6,7535435b-6921-4b82-8df9-08ce5cefc550,2025-06-11 11:49:46,2025-06-11,balance_topup,voice,52.01,SDG,agent,hybrid,pending
8389b208-b258-41eb-a0ea-632ac2b6bc39,641fb4df-9307-4d35-a33c-cd02d959b0ba,2025-05-10 13:43:30,2025-05-10,sms_charge,roaming,208.14,SDG,app,hybrid,rated
8c574964-1a65-4550-b3a5-b99de91e4653,af22869d-fd5c-4f94-a7fe-aa4d886eced3,2025-06-08 08:32:08,2025-06-08,data_charge,vas,449.84,SDG,auto_renew,hybrid,rated
d89cf7ab-69f6-44c5-b078-de47d7d471da,82d0531d-0f27-4a62-80e1-47bd91fe13c2,2025-04-14 11:07:29,2025-04-14,balance_topup,sms,281.71,SDG,system,hybrid,rated
fcca74db-6911-413b-82c9-acebee108da4,b60935a8-f606-4176-ae16-8e04b3f7972a,2025-04-18 06:32:56,2025-04-18,voice_charge,roaming,34.54,SDG,auto_renew,postpaid,rated
7068569b-aacc-4234-9bb6-9fe63bc41930,c48cfc6a-c079-4033-af80-0769bca7550a,2025-06-17 01:23:59,2025-06-17,penalty_fee,voice,328.54,SDG,ivr,hybrid,pending
fdd3f5c0-13bf-4b6d-97e4-547f46a0e5ab,5153583e-35ad-4931-b46d-71cf14e37ed6,2025-06-12 23:54:29,2025-06-12,voice_charge,roaming,87.87,SDG,system,prepaid,pending
40267aa6-7d8a-43ca-891d-b98ab17af13d,49d8f8e5-ea32-459a-8401-d0782dcbe436,2025-06-03 21:17:38,2025-06-03,vas_charge,voice,48.02,SDG,app,postpaid,rated
d24fc831-17d5-47eb-a9ec-6d11a4e3accd,aaf33e02-7b06-4f72-8f04-7889a036bec3,2026-01-26 00:00:00,2026-01-26,promotional_credit,roaming,88.73,SDG,ussd,hybrid,reversed
6a255456-3d51-4b69-930a-c89cccb96378,16791e96-b6b1-48a5-92c5-21f7f4e7dd72,2025-04-15 06:45:47,2025-04-15,balance_topup,voice,402.69,SDG,agent,prepaid,rated
a32fa17a-5a6e-45e3-b0d1-010bb633c91b,11bf6b55-e70d-4ab0-904a-31cb8cfbf891,2025-04-22 16:10:02,2025-04-22,data_charge,vas,86.92,SDG,app,prepaid,rated
2c147599-a98d-41a0-817b-a41b810ebb90,10f1f4b5-8b5d-4e1a-b505-9f578d5057a3,2025-05-23 04:53:59,2025-05-23,voice_charge,roaming,13.38,SDG,ussd,postpaid,rated
934d00b4-6fc8-4bc9-9585-2f74959839f6,76fb8489-c9fd-44f7-9e0f-4edb8c3da277,2025-06-21 15:29:58,2025-06-21,promotional_credit,roaming,252.56,SDG,app,prepaid,rated
7baa353c-0c42-424d-afa2-d8c02acbee6d,3b917c76-60ef-439f-aadb-a184e6180563,2025-05-17 15:53:11,2025-05-17,bundle_purchase,data,119.71,SDG,agent,hybrid,rated
d91031b8-d0cc-4a43-9711-a739f43f1225,69ac75b1-ccea-4873-85b6-373cb852b8b8,2025-04-16 20:21:21,2025-04-16,subscription_fee,roaming,260.59,SDG,app,hybrid,reversed
796fc6ba-60a9-4c90-a1be-c2802afa16fa,a5a93f09-cde2-495c-be4a-b97c6171d96c,2025-04-14 02:50:45,2025-04-14,voice_charge,voice,-318.77,SDG,system,postpaid,rated
fae6e83c-fdc6-4343-9745-61cfef173831,4eef1712-9ae6-46ad-a357-caa772e145c3,2025-05-18 18:28:57,2025-05-18,data_charge,sms,335.58,SDG,app,hybrid,rated
e1637d67-bd65-4cbc-a7c9-96e84c2fe77e,6c6c4c8c-cea2-49a1-ac1e-d0c7702e0fc9,2025-04-28 10:11:41,2025-04-28,penalty_fee,roaming,328.73,SDG,system,postpaid,rated
5f9cad71-29cb-4eb5-8e70-5675b7642643,c4e1dbff-98e1-44a0-8282-a3ea1ff48a4a,2025-06-17 13:16:34,2025-06-17,voice_charge,sms,120.55,SDG,ussd,postpaid,rated
519a1b23-0d34-47a4-bce8-0c48966f44fb,d1390ce1-5477-4d8d-a5a4-ce3d1dab7370,2025-04-05 13:26:43,2025-04-05,sms_charge,data,345.86,SDG,auto_renew,postpaid,rated
046e5248-5f96-4174-9400-9608787e113a,ef1d2ca3-885d-44eb-9654-a009a45685a3,2025-05-09 03:41:26,2025-05-09,vas_charge,voice,227.54,SDG,ivr,hybrid,rated
bfcebbb0-2180-4956-b17e-bd5fc78d0069,019b7e3c-e038-44b5-a160-707ce5e1d601,2025-06-04 14:38:01,2025-06-04,penalty_fee,vas,450.23,SDG,app,prepaid,rated
019e04d0-2845-4bf2-9e76-ecb31a167d1f,5692c7d4-3093-4f4c-8746-a8e305324872,2025-05-30 00:54:15,2025-05-30,subscription_fee,vas,450.32,SDG,app,hybrid,reversed
936f2a0f-c945-43b6-b828-80c0ed455a5c,ddbe69f7-b41c-4189-9c3e-6576d439919c,2025-04-25 01:20:54,2025-04-25,penalty_fee,vas,35.16,SDG,app,postpaid,rated
3adf2639-941e-4455-86e6-bb0baa0d59f2,28059bf2-619c-4cf7-98ba-bd6196baeb3d,2025-04-12 10:09:50,2025-04-12,vas_charge,vas,-301.96,SDG,system,hybrid,rated
aaf241b2-2378-4d53-97e8-85f2035830c5,e5755fe7-f1ca-4772-847f-5752bcf17676,2025-06-21 19:02:12,2025-06-21,promotional_credit,voice,468.37,SDG,system,prepaid,rated
ca573180-a422-44b3-a71f-e20752a8f159,bb55c11a-54b2-47f7-8df3-06d26cb5fd18,2025-04-07 10:03:16,2025-04-07,bundle_purchase,roaming,491.04,SDG,app,postpaid,rated
a4e4ff59-afc0-4409-9080-884bf1525763,a0a47dc3-5ef9-4a8a-9921-43c868ab910c,2025-06-22 18:24:34,2025-06-22,bundle_purchase,vas,382.39,SDG,app,postpaid,rated
c6a6d697-6516-4379-86ce-6f27c3f9b815,0d93858a-6d41-46fb-8097-fbdf0a177e03,2025-06-02 03:37:10,2025-06-02,balance_topup,roaming,450.95,SDG,app,hybrid,rated
3bf766f4-09fe-4c1c-ae72-68061c79e5eb,82b2a52f-4375-421a-bf12-0167fe95cd6c,2025-06-05 00:57:28,2025-06-05,vas_charge,vas,422.13,SDG,auto_renew,postpaid,rated
d3294626-013a-464a-99b4-5edd26ead857,534134ab-7399-4acd-b466-4742d0633da9,2025-05-13 20:16:39,2025-05-13,roaming_charge,sms,206.73,SDG,agent,hybrid,pending
0c0d4648-f46f-4f45-b9c4-ed5073eba850,869e1f1a-0103-4022-a233-1319b10e0cd2,2025-04-09 02:23:15,2025-04-09,subscription_fee,roaming,471.09,SDG,agent,hybrid,rated
dafa906e-65b4-40c0-a21b-30e8784bafd5,a3c6c2e0-ab23-482e-8c08-08b165687728,2025-04-02 06:24:04,2025-04-02,data_charge,data,54.31,SDG,agent,hybrid,failed
62cde49a-1933-4974-a19f-1e6731e48cd5,9f4884f6-6899-4f8e-9722-a3dda48a4645,2025-06-24 01:04:11,2025-06-24,voice_charge,sms,376.03,SDG,app,prepaid,rated
d06d91e9-e0eb-4154-ab24-1e6bc616e038,e37d00b1-a2b6-4642-b6d2-b9586cbb0aa4,2025-06-24 09:38:44,2025-06-24,voice_charge,sms,-294.59,SDG,ussd,prepaid,rated
0194f6ef-31b7-477a-90d4-7d8e8458e0d3,42f56bc4-9653-47b6-90ad-4dc5b36c4ebe,2025-05-26 16:24:16,2025-05-26,data_charge,roaming,437.46,SDG,agent,prepaid,rated
7b1e2cb1-44f0-4a72-b64f-63e0d267d7d2,fdfbe8e2-6fce-40de-af95-7ee0a2e0affc,2025-05-28 23:00:28,2025-05-28,penalty_fee,vas,463.37,SDG,auto_renew,prepaid,rated
174da5e6-8b76-4d11-be8b-ba87358e0900,ac567ccc-8852-412c-b9f9-4fbb45ea513d,2025-06-28 19:29:10,2025-06-28,voice_charge,voice,76.86,SDG,app,prepaid,rated
1af80f0c-1eaf-42d9-baa0-e6d34633a51d,c5b26db8-976c-4799-90ac-e355ff9505c7,2025-04-12 15:27:15,2025-04-12,roaming_charge,voice,20.89,SDG,app,prepaid,rated
2e1c98c3-4e69-46ca-8adf-2b81c77728ec,d7fa801b-89c2-4813-9080-fb68e432666f,2025-04-30 10:50:12,2025-04-30,bundle_purchase,voice,11.32,SDG,ivr,hybrid,rated
b6bfec81-f5c9-445c-a8af-b7e4a9c3a9fc,e1793953-91ba-4e61-a153-5aa6f7f0036c,2025-04-16 07:24:59,2025-04-16,balance_topup,vas,304.76,SDG,system,prepaid,rated
d33873b0-0e30-4189-812f-94a1888ce191,779765c0-bcad-4970-8a8a-8e16203bda66,2025-04-17 23:31:33,2025-04-17,bundle_purchase,roaming,353.8,SDG,agent,prepaid,pending
b250cb4b-d4c5-4f5e-8650-4e8c07be83d5,c67d4677-cff6-46ea-a09c-f23f79c0744c,2025-06-27 03:20:43,2025-06-27,voice_charge,roaming,93.63,SDG,system,prepaid,rated
d2b09959-4162-4af9-ae03-a443c2736f78,2ee8b9e6-e0bb-453f-8b08-0653e376c88d,2025-06-10 01:46:34,2025-06-10,data_charge,vas,275.76,SDG,system,hybrid,rated
3b38adc1-b234-4c6e-8c19-4c0327f8c72d,c9920c7d-c7df-4f86-95c9-1df12f559113,2025-06-26 23:57:40,2025-06-26,vas_charge,roaming,263.15,SDG,system,postpaid,rated
c151c081-816a-490d-b131-8512e3d990c9,7e84046b-33bc-4db3-9305-ec06b615705b,2025-04-26 21:06:09,2025-04-26,sms_charge,sms,192.61,SDG,ivr,hybrid,rated
e3522033-63ab-4960-afb6-563f62621822,c5cc5dfa-447e-4fd1-84ee-377b1b185d44,2025-06-28 07:22:03,2025-06-28,subscription_fee,vas,146.6,SDG,app,hybrid,rated
1e3eea91-1c77-4f92-b1f2-ef81c95b37e9,d4d025e0-9007-4505-b0f8-8918e9410cc9,2025-05-03 05:04:54,2025-05-03,vas_charge,voice,73.28,SDG,ivr,hybrid,rated
3aa4f790-4ac8-4e22-96f8-cb01613b1225,b2b55042-fe51-4065-bfc4-f2ed83e46510,2025-06-26 08:17:49,2025-06-26,balance_topup,roaming,25.22,SDG,system,postpaid,reversed
4b1b6842-dcd4-4459-8342-de7609aae6f0,c2d17154-c28b-48b3-8879-41a2eeb77b49,2025-04-30 13:02:40,2025-04-30,balance_topup,sms,132.14,SDG,agent,hybrid,rated
64cc0194-5577-492d-a520-2777f924979e,4ccf2584-0216-4301-9582-a6f575dd0818,2025-06-21 12:13:26,2025-06-21,vas_charge,vas,190.88,SDG,ussd,postpaid,rated
712d4154-13b6-4d2c-8e62-98a68ba2f044,8be29a82-54b4-418c-a2fc-ebbfb4db8906,2025-04-22 16:24:42,2025-04-22,promotional_credit,voice,298.86,SDG,auto_renew,prepaid,rated
62a669d6-f1fb-4d00-a702-594a71c6e0f5,303d44c0-5ec1-4acd-ac43-a938b9c39679,2025-06-08 09:24:54,2025-06-08,roaming_charge,roaming,149.92,SDG,app,prepaid,rated
8e5d429f-df78-4899-9283-91fb1440bf11,8017680f-2da4-4b01-ae35-258bd4079530,2025-04-28 05:00:05,2025-04-28,voice_charge,data,83.59,SDG,system,postpaid,rated
940eaf12-ba10-4fde-a975-1bf5f6ec6ce3,2ea45237-9a40-4203-a44e-e74f169f8795,2025-05-20 13:36:46,2025-05-20,voice_charge,vas,384.11,SDG,system,prepaid,rated
261a7cae-5a9f-4dd3-b001-4b1e0638ba12,7e9d98a0-33c5-4349-b617-37dc4490f6a4,2025-05-24 05:34:44,2025-05-24,bundle_purchase,sms,330.25,SDG,system,hybrid,rated
3ffe3763-ec10-421e-9ca4-9f3ae724a28b,6193a2e0-4203-4b91-91a5-e0d49a32e852,2025-04-03 08:23:11,2025-04-03,data_charge,voice,353.43,SDG,system,postpaid,rated
da44eca4-210a-4309-94e3-cc8888deb525,8af570c2-62d4-4f28-8d8e-bb3a56437ea7,2025-05-25 01:52:05,2025-05-25,penalty_fee,data,51.74,SDG,auto_renew,hybrid,reversed
a1d90c4e-c56e-44f3-b7aa-1185542a4a36,b473a83d-20e1-43ad-bdf3-dfe95961163e,2026-04-21 00:00:00,2026-04-21,voice_charge,sms,241.72,SDG,system,prepaid,rated
f8185b57-13f1-4c13-a179-1f62b21b7bb8,8cfd2863-0276-46a6-bb49-a23c179e5e67,2025-06-28 00:49:44,2025-06-28,voice_charge,voice,335.28,SDG,app,hybrid,rated
a01814d2-6bf3-4806-886f-d3dbb991f337,d037ebf6-0f69-4c44-9870-338eedaaff57,2025-04-06 22:18:10,2025-04-06,voice_charge,voice,-113.94,SDG,app,hybrid,pending
4ff09a26-a535-4499-9bb0-457361a2b84b,0e0d6547-ddda-40d9-8b83-3d188752678d,2025-04-20 03:44:37,2025-04-20,promotional_credit,vas,256.09,SDG,ivr,prepaid,pending
83b94749-0dcc-4624-8822-293a65f30c5e,448ca9ed-7c0d-49d6-b961-2e857c691fcb,2025-05-19 21:48:20,2025-05-19,data_charge,vas,183.81,SDG,ussd,prepaid,pending
f86d2df4-e00c-4a17-a8e0-41777785b5b0,db59732d-fbf6-481b-8912-d6bc1bc387d9,2025-04-18 02:32:19,2025-04-18,data_charge,roaming,177.86,SDG,system,postpaid,rated
a4fc80d3-0e5d-49f1-860e-95ae58327ff5,554988d5-14f9-4b40-a529-0526fe806347,2025-05-17 19:53:06,2025-05-17,penalty_fee,vas,475.57,SDG,ussd,postpaid,rated
b6db31ed-2d3b-4ccc-8b6c-da2b5eaa720b,4814f3a4-4d2c-4152-9ba9-7a757719ae4a,2025-04-17 23:43:08,2025-04-17,voice_charge,data,274.75,SDG,app,prepaid,rated
eed7e26c-cd72-4036-9dbe-31e527ce9f12,3d813bae-3850-40e0-91aa-53f9053ada69,2025-04-07 01:57:10,2025-04-07,subscription_fee,roaming,457.58,SDG,ivr,postpaid,rated
f3205e80-60dc-459f-8f3f-1f572aede0e4,a2b008bc-a6e7-4c0a-91d0-9bec6fd3cf06,2025-04-21 19:39:08,2025-04-21,roaming_charge,sms,498.79,SDG,auto_renew,postpaid,rated
8d4b2a72-a9bf-43f9-83fc-0ea209d2454c,873bde81-b93e-4790-9e81-2d8ad61eb303,2025-05-29 03:50:45,2025-05-29,promotional_credit,data,77.32,SDG,ussd,hybrid,rated
096586bd-3d05-46ca-8588-60adb564675a,47b833d3-4f08-4c7c-b793-540338e2a8e8,2025-04-29 08:11:36,2025-04-29,sms_charge,voice,481.61,SDG,auto_renew,hybrid,rated
3d603608-e70f-42af-a7dd-ad04e9956d07,cb80bae7-fbd7-4333-8550-895e309027e8,2025-04-03 12:17:10,2025-04-03,balance_topup,voice,127.6,SDG,app,prepaid,rated
c165c7f4-507c-4fdd-bbb0-f6ec69f72a3a,48af2378-c761-48f7-b8cf-16f383516ce8,2025-06-27 22:05:43,2025-06-27,vas_charge,data,16.14,SDG,system,prepaid,rated
db7f4369-2d00-4a19-8592-afacfb2b2278,5c850a47-a74a-4c1d-864a-611b105ee3fd,2025-04-20 21:19:52,2025-04-20,subscription_fee,vas,142.1,SDG,ivr,prepaid,reversed
92c46c38-a564-4d13-ad22-0eaf44ab1f94,a1fdc65d-6995-4fe5-9d7c-8687282cb462,2025-06-26 05:24:48,2025-06-26,vas_charge,data,476.81,SDG,system,hybrid,rated
e1934cf1-7b5d-44e4-aa9d-313f52ce0887,24e842d5-e89d-4c75-9f85-ca34364c330a,2025-04-09 03:22:07,2025-04-09,roaming_charge,vas,367.07,SDG,app,hybrid,rated
27329023-0722-47ec-9acf-342c5e649d2e,78cb0469-3755-4d65-b856-0da6fd4a5d33,2025-05-02 15:12:12,2025-05-02,balance_topup,roaming,455.0,SDG,system,hybrid,rated
dad9e350-ac49-4986-be5e-56c91af99ca1,90a199de-7642-478e-84ed-3ea7f35b92e7,2025-05-04 13:31:30,2025-05-04,subscription_fee,vas,75.18,SDG,system,postpaid,rated
9f41b3e5-75bb-47d2-988b-785f034280a7,504233e1-c334-445e-af38-113527c0f2f8,2025-06-21 01:52:02,2025-06-21,promotional_credit,voice,212.18,SDG,system,hybrid,rated
fb0e8ea2-dac7-4c90-a0a5-013a331a0103,fb3acae7-2ec5-4597-951d-e5dfb0d39da4,2025-06-08 09:48:25,2025-06-08,bundle_purchase,sms,130.56,SDG,system,postpaid,rated
2519798d-30ff-4c1a-8bf1-dd962e43a372,67594744-647d-431f-89df-40813e0a6d07,2025-05-15 23:11:46,2025-05-15,vas_charge,roaming,160.15,SDG,app,prepaid,rated
2cbb326d-8702-48e5-9b19-cf48368658aa,52ec8379-6e09-47e4-88ef-14e028da4050,2025-04-26 20:38:11,2025-04-26,voice_charge,data,364.32,SDG,ivr,hybrid,rated
cae3d3f4-d326-4a21-82af-64cfa5af516e,e81d6fe1-ef9a-4d8e-9c02-e85042362fa5,2025-04-09 10:11:36,2025-04-09,data_charge,vas,10.84,SDG,auto_renew,hybrid,pending
0bf7509f-19d0-4ffd-aaa8-26412219022c,320a588e-4760-4f29-a33f-9df24c7fce3f,2025-05-24 18:10:16,2025-05-24,sms_charge,voice,279.33,SDG,ivr,postpaid,pending
9f83478d-5f76-428b-9f02-cc0018a0c014,6826ccfb-e5c1-4a64-affb-d364d39aae23,2025-04-04 16:32:56,2025-04-04,balance_topup,vas,300.83,SDG,agent,hybrid,rated
5230f011-240f-4d44-aaee-46def87f6e86,c730fe40-1bdf-45b6-be90-38e3677d48fe,2025-04-16 06:24:36,2025-04-16,bundle_purchase,vas,469.91,SDG,app,prepaid,rated
c6253cbe-3265-4c0f-a173-c083382be528,4e492151-237d-41a7-b18a-eab506295fa7,2025-06-02 09:34:12,2025-06-02,penalty_fee,roaming,401.2,SDG,app,postpaid,rated
53859f71-c9f2-4e40-a04d-2eba9fadc670,0d98e79b-ed4f-4a49-b5cb-92656b85370b,2025-04-06 16:13:28,2025-04-06,penalty_fee,vas,345.89,SDG,ivr,prepaid,rated
3e768255-d7b2-419f-8981-74b559f59c41,5855da62-61aa-46ce-ba4b-3e46bed01a0b,2025-06-25 14:21:52,2025-06-25,voice_charge,sms,352.11,SDG,ivr,prepaid,rated
4e218718-6c40-44b4-8751-50ec42bf436c,a1e8b465-411d-4d27-9340-0c2b0a7711bc,2025-04-21 21:40:16,2025-04-21,vas_charge,voice,106.44,SDG,app,prepaid,rated
bcc97db9-90e7-4f70-a590-2e7d4cf310cf,a202c03f-ca0f-4322-81eb-fdf3f24bc3ea,2025-06-04 06:17:42,2025-06-04,subscription_fee,voice,225.31,SDG,app,prepaid,rated
7aef42b9-017c-4e83-adb2-19381fcc4da3,9ac58ff5-7c71-42f6-8b7f-4dccad3da20d,2025-06-29 11:16:13,2025-06-29,bundle_purchase,sms,39.74,SDG,agent,postpaid,rated
7420dbe1-7184-418f-8a9e-56cee6cde776,91f95541-c68a-4964-be71-7aba12b85963,2025-04-11 03:30:24,2025-04-11,subscription_fee,vas,90.88,SDG,system,postpaid,rated
74b214af-f2e1-481f-b89d-bcac09c66e8a,24e842d5-e89d-4c75-9f85-ca34364c330a,2025-05-20 22:11:00,2025-05-20,bundle_purchase,vas,2.04,SDG,ussd,hybrid,rated
